item-id	version1	version2	category	type	levenshtein	char-delta	char-delta-abs	capitalization	whitespace	punctuation	hyphenation	numbers	abbreviation	cond-major	cond-minor	exp-major	exp-minor	insertion	deletion	combination	cat=copyedit	cat=tbc	type-tbc
00431-1		I filled it with sand to a depth of 10 centimeters.	tbc	insertion-major	51	-51	51	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
00433-1	5 square meters was about right for the amount of manure I had handy.	Then things got disgusting.	copyedit	numbers-involved	57	42	42	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00434-1	on to	onto	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00435-1	That smell's going to stick around for a while, too.		tbc	deletion-major	52	52	52	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
00436-1	It's not like I can open a window.		tbc	deletion-major	34	34	34	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
00437-1	Still, you get used to it.		tbc	deletion-major	26	26	26	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
00442-1		That smell's going to stick around for a while, too.	tbc	insertion-major	52	-52	52	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
00443-1		It's not like I can open a window.	tbc	insertion-major	34	-34	34	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
00444-1		Still, you get used to it.	tbc	insertion-major	26	-26	26	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
00446-1	parent's house.	parents' house,.	copyedit	punctuation-only	3	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
00447-1	11	ten	copyedit	numbers-involved	3	-1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00448-1	gathering for	with	tbc	condensation-major	11	9	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
00450-1		I've been so busy staying alive I never thought of what this must be like for my parents.	tbc	insertion-major	89	-89	89	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
00451-1		Right now, they're suffering the worst pain anyone can endure.	tbc	insertion-major	62	-62	62	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
00452-1		I'd give anything just to let them know I'm still alive.	tbc	insertion-major	56	-56	56	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
00453-1		I'll just have to survive to make up for it.	tbc	insertion-major	44	-44	44	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
00458-1	2/3	Two-thirds	copyedit	numbers-involved	10	-7	7	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00460-1	was	is	tbc	condensation-minor	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
00461-1		0	tbc	insertion-minor	1	-1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
00462-1	I will	I'll	tbc	condensation-minor	3	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
00467-1	making	making,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
00468-1	grow	glow	tbc	tbc	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
00468-2	caloric	caloric,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
00468-3	kg).	kilogram).	copyedit	abreviation-only	6	-6	6	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
00471-1	kg	kilograms	copyedit	abreviation-only	7	-7	7	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
00475-1	for ever.	forever.	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00486-1	Chapter	CHAPTER	copyedit	capitalization-only	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00488-1	Algebra	algebra	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00492-1	four years.		tbc	deletion-major	11	11	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
00493-1	I figure if	the 1387 sols until Ares 4 arrives.	copyedit	numbers-involved	29	-24	24	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00494-1		If	tbc	insertion-minor	2	-2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
00495-1	So that's	A sol is 39 minutes longer than a day, so it works out to be 1425 days.	copyedit	numbers-involved	64	-62	62	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00496-1		That's	tbc	insertion-major	6	-6	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
00496-2	four years.	1425 days of food.	copyedit	numbers-involved	15	-7	7	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00503-1	1400 days total (the time till Ares 4 arrives)?	around 1425 days?	copyedit	numbers-involved	40	30	30	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00505-1	a cool 1000.1	about 1100. I	copyedit	numbers-involved	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00505-2	1000	1100	copyedit	numbers-involved	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00506-1	sol	Sol	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00508-1		So	tbc	insertion-minor	2	-2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
00508-2	to bring that up to 1000. I need	almost	copyedit	numbers-involved	30	26	26	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00509-1		That means	tbc	insertion-major	10	-10	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
00509-2	I need	more	tbc	condensation-minor	5	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
00517-1	102	102,	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
00520-1	four	4	copyedit	numbers-involved	4	3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00522-1	in ease,		tbc	deletion-major	8	8	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
00522-2	spacesuits, as they spent	space suits during	tbc	condensation-major	14	7	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
00527-1	126	One hundred and twenty-six	copyedit	numbers-involved	26	-23	23	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00529-1	Not nearly enough	I still don't have the	tbc	expansion-major	19	-5	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
00529-2	the	all that	tbc	expansion-major	6	-5	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
00539-1	12	twelve	copyedit	numbers-involved	6	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00541-1	gives a shit?	cares?	tbc	condensation-major	10	7	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
00542-1		for	tbc	insertion-minor	3	-3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
00543-1	%	percent	copyedit	abreviation-only	7	-6	6	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
00544-1	meter	meters of	tbc	expansion-minor	4	-4	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
00544-2		now	tbc	insertion-minor	3	-3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
00544-3	900	850	copyedit	numbers-involved	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00549-1	expends	would expend	tbc	expansion-major	7	-5	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
00550-1	and	and.	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
00556-1	cm	centimeters	copyedit	abreviation-only	9	-9	9	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
00556-2	whee!) and	wheel) and'	tbc	expansion-minor	2	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
00557-1	L	liters	copyedit	abreviation-only	6	-5	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
00557-2	Water Reclaimer	water reclaimer	copyedit	capitalization-only	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00558-1	L	liters	copyedit	abreviation-only	6	-5	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
00558-2	250 L	250-liter	copyedit	numbers-involved	6	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00562-1	back-breaking	backbreaking	copyedit	hyphenation-only	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
00563-1	L	liters	copyedit	abreviation-only	6	-5	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
00564-1	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00566-1	dust-storm	dust storm	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
00567-1	*again*	again	copyedit	combination	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
00567-2	*another*	another	copyedit	combination	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
00571-1	may	might	tbc	expansion-minor	4	-2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
00575-1	comer	corner	tbc	expansion-minor	2	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
00576-1	12	twelve	copyedit	numbers-involved	6	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00577-1	son-of-a-bitch	son of a bitch	copyedit	hyphenation-only	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
00578-1	12	twelve	copyedit	numbers-involved	6	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00580-1		for us	tbc	insertion-major	6	-6	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
00583-1	in to 4	into four	copyedit	numbers-involved	5	-2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00583-2	2	two	copyedit	numbers-involved	3	-2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00586-1	God speed,	Godspeed,	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00588-1		at least	tbc	insertion-major	8	-8	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
00588-2	full sized	full-sized	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
00591-1	25.5 C,	25.5°C, I can make	copyedit	numbers-involved	12	-11	11	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00591-2	will		tbc	deletion-minor	4	4	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
00591-3	quicker.	faster.	tbc	condensation-minor	5	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
00592-1	"""sunlight"""	"""sunlight,"""	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
00594-1	40	forty	copyedit	numbers-involved	5	-3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00598-1	calories	calories,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
00600-1	Albums	albums	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00607-1	"""Three's Company"""	Three's Company	copyedit	punctuation-only	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
00609-1		in	tbc	insertion-minor	2	-2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
00609-2	in		tbc	deletion-minor	2	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
00609-3	I'd	I'll	tbc	expansion-minor	2	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
00611-1	There's	There!s	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
00617-1	in. Equalize	in, equalize	copyedit	combination	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
00618-1		with	tbc	insertion-minor	4	-4	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
00620-1	pop tent	pop-tent	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
00621-1	*hours*	hours	copyedit	combination	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
00625-1	*can*	can	copyedit	combination	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
00628-1	*rover*.	rover.	copyedit	combination	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
00629-1	than	from	tbc	tbc	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
00631-1	Mars and	Mars,	tbc	condensation-minor	4	3	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
00631-2	dead	dead,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
00632-1	case	case,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
00639-1	pop tents	pop-tents	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
00641-1	fucking	screwing	tbc	expansion-minor	5	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
00646-1	by the	by.the	copyedit	combination	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
00651-1	Botanist / Mechanical Engineer	botanist/mechanical engineer	copyedit	combination	5	2	2	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
00651-2	was).	was.)	copyedit	punctuation-only	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
00652-1	Cleric.	cleric.	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00653-1	"Water""."	"Water."""	copyedit	punctuation-only	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
00654-1	it	I	tbc	condensation-minor	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
00654-2	came up.		tbc	deletion-major	8	8	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
00655-1	Boy	used it.	tbc	expansion-major	8	-5	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
00656-1		Boy,	tbc	insertion-minor	4	-4	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
00659-1	"""Three's Company."""	Three's Company.	copyedit	punctuation-only	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
00663-1	boy	boy,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
00663-2	*dangerous*.	dangerous.	copyedit	combination	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
00670-1	water	water.	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
00680-1	only		tbc	deletion-minor	4	4	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
00680-2		only	tbc	insertion-minor	4	-4	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
00680-3	Oxygenator	oxygenator	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00681-1	spacesuits	space suits	copyedit	whitespace-only	1	-1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00682-1	L	liters	copyedit	abreviation-only	6	-5	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
00682-2	L	liters	copyedit	abreviation-only	6	-5	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
00682-3	L	liters	copyedit	abreviation-only	6	-5	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
00687-1	98 %	95 percent	copyedit	numbers-involved	8	-6	6	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00689-1	Yay Oxygenator!	Yay, oxygenator!	copyedit	combination	2	-1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
00690-1	thin. About 1/90th	thin-less than 1 percent of	copyedit	numbers-involved	19	-9	9	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00696-1		away	tbc	insertion-minor	4	-4	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
00696-2	away		tbc	deletion-minor	4	4	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
00698-1	is not	isn't	tbc	condensation-minor	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
00698-2	shit in to	mass into	tbc	condensation-minor	5	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
00699-1	It left the	The	tbc	condensation-major	9	8	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
00699-2	behind.	are still here.	tbc	expansion-major	12	-8	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
00701-1	high pressure	high-pressure	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
00702-1	that	the fuel plant	tbc	expansion-major	10	-10	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
00703-1	5 days	ten sols	copyedit	numbers-involved	6	-2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00703-2	L	liters	copyedit	abreviation-only	6	-5	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
00703-3	L	liters	copyedit	abreviation-only	6	-5	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
00703-4	Oxygenator.	oxygenator.	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00704-1	L	liters	copyedit	abreviation-only	6	-5	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
00707-1	fuel-cells,	fuel cells,	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
00710-1	only		tbc	deletion-minor	4	4	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
00710-2		only	tbc	insertion-minor	4	-4	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
00717-1	23	twenty-three	copyedit	numbers-involved	12	-10	10	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00724-1	just	just,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
00729-1	Hydrazine.	hydrazine.	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00730-1	Hydrazine	hydrazine	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00731-1	Hydrazine	hydrazine	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00731-2	*two*	two	copyedit	combination	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
00733-1	L	liters	copyedit	abreviation-only	6	-5	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
00734-1	a		tbc	deletion-minor	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
00734-2	L	liters	copyedit	abreviation-only	6	-5	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
00736-1	Hydrazine	hydrazine	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00736-2	work.	work,	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
00738-1	heat	hot	tbc	condensation-minor	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
00740-1	Hydrazine	hydrazine	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00742-1	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00743-1	5	five	copyedit	numbers-involved	4	-3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00743-2	Hydrazine	hydrazine	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00743-3	5	five	copyedit	numbers-involved	4	-3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00743-4	10	ten	copyedit	numbers-involved	3	-1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00745-1	Hydrazine,	hydrazine,	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00747-1	Well	Well,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
00749-1	slowly	slowly,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
00751-1	I	1	copyedit	numbers-involved	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00753-1	Chrissie	Chrissy	tbc	condensation-minor	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
00754-1	"""Three's Company"""	Three's Company	copyedit	punctuation-only	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
00756-1	Chapter	CHAPTER	copyedit	capitalization-only	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00758-1	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00759-1	L	liters	copyedit	abreviation-only	6	-5	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
00759-2	Hydrazine).	hydrazine).	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00760-1	L	liters	copyedit	abreviation-only	6	-5	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
00762-1	20	twenty	copyedit	numbers-involved	6	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00762-2	10 L	10-liter	copyedit	numbers-involved	6	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00763-1	Oxygenator	oxygenator	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00763-2	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00763-3	Atmospheric Regulator	atmospheric regulator	copyedit	capitalization-only	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00764-1	They'd	They'll	tbc	expansion-minor	2	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
00764-2	I'd	I'll	tbc	expansion-minor	2	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
00764-3		the	tbc	insertion-minor	3	-3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
00766-1	1/2 L	half a liter	copyedit	numbers-involved	11	-7	7	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00766-2	25	twenty-five	copyedit	numbers-involved	11	-9	9	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00769-1	L	liters	copyedit	abreviation-only	6	-5	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
00770-1	need	n?ed	tbc	tbc	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
00770-2	L	liters	copyedit	abreviation-only	6	-5	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
00771-1	"""tank""."	"""tank."""	copyedit	punctuation-only	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
00774-1	50	fifty	copyedit	numbers-involved	5	-3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00779-1	20	twenty	copyedit	numbers-involved	6	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
00779-2	L	liters	copyedit	abreviation-only	6	-5	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
00780-1	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00780-2	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00781-1	Oxygenator	oxygenator	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00781-2	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00782-1	Hydrazine, VERY SLOWLY,	hydrazine, very slowly,	copyedit	capitalization-only	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00782-2	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00785-1	Hydrazine	hydrazine	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00787-1	Hydrazine,	hydrazine,	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00794-1	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00794-2	Water Reclaimer	water reclaimer	copyedit	capitalization-only	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00795-1	Hydrazine	hydrazine	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00796-1	plenty	plenty'	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
00803-1	"""Three's Company"""	Three's Company	copyedit	punctuation-only	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
00806-1	entry.	entry,	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
00810-1	the	to	tbc	condensation-minor	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
00810-2	Hydrazine.	hydrazine.	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00812-1	space-suit,	space suit,	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
00812-2	Hydrazine	hydrazine	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00820-1	all		tbc	deletion-minor	3	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
00820-2	Hydrazine and		tbc	deletion-major	13	13	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
00821-1	having	bringing	tbc	expansion-minor	5	-2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
00821-2		of hydrazine	tbc	insertion-major	12	-12	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
00822-1	back-of-the-napkin	back-of-the-napkin,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
00822-2	up, so why not bring	up. So I brought	tbc	condensation-major	13	4	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
00822-3	in?	in. Why not?	tbc	expansion-major	9	-9	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
00824-1	%	percent	copyedit	abreviation-only	7	-6	6	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
